"tg","N","prob","w1","w2","w3"
"the cuyahoga county",10,4.27980509767585e-06,"the","cuyahoga","county"
"the dalai lama",5,2.13990254883793e-06,"the","dalai","lama"
"the dallas cowboys",7,2.9958635683731e-06,"the","dallas","cowboys"
"the dance floor",6,2.56788305860551e-06,"the","dance","floor"
"the dangers of",7,2.9958635683731e-06,"the","dangers","of"
"the dark knight",5,2.13990254883793e-06,"the","dark","knight"
"the dark side",9,3.85182458790827e-06,"the","dark","side"
"the date of",6,2.56788305860551e-06,"the","date","of"
"the daughter of",8,3.42384407814068e-06,"the","daughter","of"
"the day a",6,2.56788305860551e-06,"the","day","a"
"the day after",13,5.56374662697861e-06,"the","day","after"
"the day and",21,8.98759070511929e-06,"the","day","and"
"the day at",6,2.56788305860551e-06,"the","day","at"
"the day before",23,9.84355172465446e-06,"the","day","before"
"the day but",9,3.85182458790827e-06,"the","day","but"
"the day for",5,2.13990254883793e-06,"the","day","for"
"the day has",6,2.56788305860551e-06,"the","day","has"
"the day he",13,5.56374662697861e-06,"the","day","he"
"the day i",25,1.06995127441896e-05,"the","day","i"
"the day in",6,2.56788305860551e-06,"the","day","in"
"the day is",5,2.13990254883793e-06,"the","day","is"
"the day it",11,4.70778560744344e-06,"the","day","it"
"the day my",6,2.56788305860551e-06,"the","day","my"
"the day of",34,1.45513373320979e-05,"the","day","of"
"the day off",11,4.70778560744344e-06,"the","day","off"
"the day on",6,2.56788305860551e-06,"the","day","on"
"the day so",5,2.13990254883793e-06,"the","day","so"
"the day that",11,4.70778560744344e-06,"the","day","that"
"the day the",14,5.99172713674619e-06,"the","day","the"
"the day to",10,4.27980509767585e-06,"the","day","to"
"the day was",6,2.56788305860551e-06,"the","day","was"
"the day we",10,4.27980509767585e-06,"the","day","we"
"the day when",8,3.42384407814068e-06,"the","day","when"
"the day with",9,3.85182458790827e-06,"the","day","with"
"the day you",5,2.13990254883793e-06,"the","day","you"
"the days of",12,5.13576611721102e-06,"the","days","of"
"the days that",5,2.13990254883793e-06,"the","days","that"
"the days when",7,2.9958635683731e-06,"the","days","when"
"the deadline to",5,2.13990254883793e-06,"the","deadline","to"
"the death of",42,1.79751814102386e-05,"the","death","of"
"the death penalty",27,1.15554737637248e-05,"the","death","penalty"
"the deaths of",10,4.27980509767585e-06,"the","deaths","of"
"the debt ceiling",5,2.13990254883793e-06,"the","debt","ceiling"
"the decision to",13,5.56374662697861e-06,"the","decision","to"
"the decision was",5,2.13990254883793e-06,"the","decision","was"
"the declaration of",5,2.13990254883793e-06,"the","declaration","of"
"the decline of",5,2.13990254883793e-06,"the","decline","of"
"the definition of",14,5.99172713674619e-06,"the","definition","of"
"the degree of",5,2.13990254883793e-06,"the","degree","of"
"the demands of",5,2.13990254883793e-06,"the","demands","of"
"the demise of",5,2.13990254883793e-06,"the","demise","of"
"the denver post",6,2.56788305860551e-06,"the","denver","post"
"the department of",39,1.66912398809358e-05,"the","department","of"
"the departure of",5,2.13990254883793e-06,"the","departure","of"
"the depth of",8,3.42384407814068e-06,"the","depth","of"
"the depths of",9,3.85182458790827e-06,"the","depths","of"
"the design team",6,2.56788305860551e-06,"the","design","team"
"the desire to",8,3.42384407814068e-06,"the","desire","to"
"the destruction of",7,2.9958635683731e-06,"the","destruction","of"
"the details of",9,3.85182458790827e-06,"the","details","of"
"the development of",15,6.41970764651378e-06,"the","development","of"
"the devil in",5,2.13990254883793e-06,"the","devil","in"
"the difference between",34,1.45513373320979e-05,"the","difference","between"
"the difference in",11,4.70778560744344e-06,"the","difference","in"
"the difference is",6,2.56788305860551e-06,"the","difference","is"
"the dining room",7,2.9958635683731e-06,"the","dining","room"
"the dinner table",5,2.13990254883793e-06,"the","dinner","table"
"the direction of",19,8.13162968558412e-06,"the","direction","of"
"the director of",11,4.70778560744344e-06,"the","director","of"
"the disabled list",7,2.9958635683731e-06,"the","disabled","list"
"the discovery of",7,2.9958635683731e-06,"the","discovery","of"
"the district and",5,2.13990254883793e-06,"the","district","and"
"the district of",7,2.9958635683731e-06,"the","district","of"
"the district to",5,2.13990254883793e-06,"the","district","to"
"the door and",11,4.70778560744344e-06,"the","door","and"
"the door for",6,2.56788305860551e-06,"the","door","for"
"the door open",6,2.56788305860551e-06,"the","door","open"
"the door the",5,2.13990254883793e-06,"the","door","the"
"the door to",11,4.70778560744344e-06,"the","door","to"
"the dow jones",10,4.27980509767585e-06,"the","dow","jones"
"the dragon tattoo",6,2.56788305860551e-06,"the","dragon","tattoo"
"the driver of",7,2.9958635683731e-06,"the","driver","of"
"the early days",7,2.9958635683731e-06,"the","early","days"
"the early morning",9,3.85182458790827e-06,"the","early","morning"
"the early s",11,4.70778560744344e-06,"the","early","s"
"the early th",7,2.9958635683731e-06,"the","early","th"
"the earth and",7,2.9958635683731e-06,"the","earth","and"
"the earth is",5,2.13990254883793e-06,"the","earth","is"
"the easiest way",5,2.13990254883793e-06,"the","easiest","way"
"the east coast",13,5.56374662697861e-06,"the","east","coast"
"the east side",6,2.56788305860551e-06,"the","east","side"
"the easter bunny",5,2.13990254883793e-06,"the","easter","bunny"
"the economy and",8,3.42384407814068e-06,"the","economy","and"
"the economy is",10,4.27980509767585e-06,"the","economy","is"
"the economy will",5,2.13990254883793e-06,"the","economy","will"
"the edge of",39,1.66912398809358e-05,"the","edge","of"
"the edges of",6,2.56788305860551e-06,"the","edges","of"
"the effect of",11,4.70778560744344e-06,"the","effect","of"
"the effectiveness of",6,2.56788305860551e-06,"the","effectiveness","of"
"the effects of",15,6.41970764651378e-06,"the","effects","of"
"the efforts of",5,2.13990254883793e-06,"the","efforts","of"
"the egg whites",5,2.13990254883793e-06,"the","egg","whites"
"the elderly and",5,2.13990254883793e-06,"the","elderly","and"
"the elements of",6,2.56788305860551e-06,"the","elements","of"
"the elimination of",6,2.56788305860551e-06,"the","elimination","of"
"the emergence of",5,2.13990254883793e-06,"the","emergence","of"
"the emergency room",5,2.13990254883793e-06,"the","emergency","room"
"the end he",5,2.13990254883793e-06,"the","end","he"
"the end i",22,9.41557121488687e-06,"the","end","i"
"the end is",5,2.13990254883793e-06,"the","end","is"
"the end it",6,2.56788305860551e-06,"the","end","it"
"the end of",341,0.000145941353830747,"the","end","of"
"the end result",5,2.13990254883793e-06,"the","end","result"
"the end the",9,3.85182458790827e-06,"the","end","the"
"the end we",8,3.42384407814068e-06,"the","end","we"
"the end zone",5,2.13990254883793e-06,"the","end","zone"
"the energy of",6,2.56788305860551e-06,"the","energy","of"
"the energy to",6,2.56788305860551e-06,"the","energy","to"
"the english language",8,3.42384407814068e-06,"the","english","language"
"the entire day",6,2.56788305860551e-06,"the","entire","day"
"the entire time",5,2.13990254883793e-06,"the","entire","time"
"the entire world",5,2.13990254883793e-06,"the","entire","world"
"the entirety of",6,2.56788305860551e-06,"the","entirety","of"
"the entrance of",5,2.13990254883793e-06,"the","entrance","of"
"the entrance to",6,2.56788305860551e-06,"the","entrance","to"
"the environment and",7,2.9958635683731e-06,"the","environment","and"
"the epitome of",9,3.85182458790827e-06,"the","epitome","of"
"the equivalent of",11,4.70778560744344e-06,"the","equivalent","of"
"the era of",6,2.56788305860551e-06,"the","era","of"
"the essence of",5,2.13990254883793e-06,"the","essence","of"
"the ethics of",6,2.56788305860551e-06,"the","ethics","of"
"the euro zone",6,2.56788305860551e-06,"the","euro","zone"
"the european union",9,3.85182458790827e-06,"the","european","union"
"the eve of",7,2.9958635683731e-06,"the","eve","of"
"the evening and",6,2.56788305860551e-06,"the","evening","and"
"the event in",5,2.13990254883793e-06,"the","event","in"
"the event is",8,3.42384407814068e-06,"the","event","is"
"the event that",6,2.56788305860551e-06,"the","event","that"
"the event was",6,2.56788305860551e-06,"the","event","was"
"the events of",5,2.13990254883793e-06,"the","events","of"
"the ever changing",5,2.13990254883793e-06,"the","ever","changing"
"the evolution mitsubishi",6,2.56788305860551e-06,"the","evolution","mitsubishi"
"the evolution of",5,2.13990254883793e-06,"the","evolution","of"
"the exact opposite",5,2.13990254883793e-06,"the","exact","opposite"
"the exact same",9,3.85182458790827e-06,"the","exact","same"
"the example of",5,2.13990254883793e-06,"the","example","of"
"the exception of",6,2.56788305860551e-06,"the","exception","of"
"the existence of",7,2.9958635683731e-06,"the","existence","of"
"the expense of",13,5.56374662697861e-06,"the","expense","of"
"the experience of",19,8.13162968558412e-06,"the","experience","of"
"the extent of",7,2.9958635683731e-06,"the","extent","of"
"the extra money",6,2.56788305860551e-06,"the","extra","money"
"the eye and",5,2.13990254883793e-06,"the","eye","and"
"the eye of",6,2.56788305860551e-06,"the","eye","of"
"the eyes and",5,2.13990254883793e-06,"the","eyes","and"
"the eyes of",24,1.0271532234422e-05,"the","eyes","of"
"the face and",8,3.42384407814068e-06,"the","face","and"
"the face of",44,1.88311424297737e-05,"the","face","of"
"the fact is",9,3.85182458790827e-06,"the","fact","is"
"the fact that",226,9.67235952074743e-05,"the","fact","that"
"the failure of",7,2.9958635683731e-06,"the","failure","of"
"the failure to",8,3.42384407814068e-06,"the","failure","to"
"the fall of",14,5.99172713674619e-06,"the","fall","of"
"the families of",5,2.13990254883793e-06,"the","families","of"
"the family is",6,2.56788305860551e-06,"the","family","is"
"the fastest growing",5,2.13990254883793e-06,"the","fastest","growing"
"the fate of",13,5.56374662697861e-06,"the","fate","of"
"the father of",14,5.99172713674619e-06,"the","father","of"
"the fear of",11,4.70778560744344e-06,"the","fear","of"
"the federal government",42,1.79751814102386e-05,"the","federal","government"
"the federal reserve",15,6.41970764651378e-06,"the","federal","reserve"
"the feel of",8,3.42384407814068e-06,"the","feel","of"
"the feeling of",18,7.70364917581653e-06,"the","feeling","of"
"the feeling that",9,3.85182458790827e-06,"the","feeling","that"
"the ff have",5,2.13990254883793e-06,"the","ff","have"
"the field and",7,2.9958635683731e-06,"the","field","and"
"the field at",5,2.13990254883793e-06,"the","field","at"
"the field for",6,2.56788305860551e-06,"the","field","for"
"the field in",5,2.13990254883793e-06,"the","field","in"
"the field of",10,4.27980509767585e-06,"the","field","of"
"the fiesta bowl",5,2.13990254883793e-06,"the","fiesta","bowl"
"the fifth inning",6,2.56788305860551e-06,"the","fifth","inning"
"the fight to",5,2.13990254883793e-06,"the","fight","to"
"the film is",16,6.84768815628136e-06,"the","film","is"
"the film that",5,2.13990254883793e-06,"the","film","that"
"the final day",5,2.13990254883793e-06,"the","final","day"
"the final four",17,7.27566866604895e-06,"the","final","four"
"the final game",5,2.13990254883793e-06,"the","final","game"
"the final minutes",7,2.9958635683731e-06,"the","final","minutes"
"the final three",5,2.13990254883793e-06,"the","final","three"
"the final weeks",6,2.56788305860551e-06,"the","final","weeks"
"the final year",7,2.9958635683731e-06,"the","final","year"
"the finish line",11,4.70778560744344e-06,"the","finish","line"
"the fire and",6,2.56788305860551e-06,"the","fire","and"
"the first amendment",7,2.9958635683731e-06,"the","first","amendment"
"the first and",7,2.9958635683731e-06,"the","first","and"
"the first book",9,3.85182458790827e-06,"the","first","book"
"the first class",5,2.13990254883793e-06,"the","first","class"
"the first day",22,9.41557121488687e-06,"the","first","day"
"the first draft",7,2.9958635683731e-06,"the","first","draft"
"the first few",13,5.56374662697861e-06,"the","first","few"
"the first film",6,2.56788305860551e-06,"the","first","film"
"the first five",6,2.56788305860551e-06,"the","first","five"
"the first floor",5,2.13990254883793e-06,"the","first","floor"
"the first four",6,2.56788305860551e-06,"the","first","four"
"the first game",7,2.9958635683731e-06,"the","first","game"
"the first half",30,1.28394152930276e-05,"the","first","half"
"the first in",12,5.13576611721102e-06,"the","first","in"
"the first inning",6,2.56788305860551e-06,"the","first","inning"
"the first is",12,5.13576611721102e-06,"the","first","is"
"the first minutes",5,2.13990254883793e-06,"the","first","minutes"
"the first month",5,2.13990254883793e-06,"the","first","month"
"the first of",35,1.49793178418655e-05,"the","first","of"
"the first one",21,8.98759070511929e-06,"the","first","one"
"the first or",7,2.9958635683731e-06,"the","first","or"
"the first part",10,4.27980509767585e-06,"the","first","part"
"the first period",13,5.56374662697861e-06,"the","first","period"
"the first person",15,6.41970764651378e-06,"the","first","person"
"the first pitch",6,2.56788305860551e-06,"the","first","pitch"
"the first place",41,1.7547200900471e-05,"the","first","place"
"the first quarter",28,1.19834542734924e-05,"the","first","quarter"
"the first round",33,1.41233568223303e-05,"the","first","round"
"the first step",14,5.99172713674619e-06,"the","first","step"
"the first thing",31,1.32673958027951e-05,"the","first","thing"
"the first three",19,8.13162968558412e-06,"the","first","three"
"the first time",239,0.000102287341834453,"the","first","time"
"the first to",26,1.11274932539572e-05,"the","first","to"
"the first two",26,1.11274932539572e-05,"the","first","two"
"the first was",5,2.13990254883793e-06,"the","first","was"
"the first week",9,3.85182458790827e-06,"the","first","week"
"the first year",14,5.99172713674619e-06,"the","first","year"
"the five year",5,2.13990254883793e-06,"the","five","year"
"the flavor of",5,2.13990254883793e-06,"the","flavor","of"
"the flip side",5,2.13990254883793e-06,"the","flip","side"
